"caption","ownerFullName","ownerUsername","url","commentsCount","firstComment","likesCount","timestamp","queryTag","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","hashtags/23","hashtags/24","hashtags/25","hashtags/26","hashtags/27","hashtags/28","hashtags/29"
"Jumbo size means extra space and extra attitude, sementara black leather-nya bikin tas #ChanelClassicFlap ini tetap chic dari day look sampai night outfit.

In frame:
Chanel Caviar Classic Jumbo Single Flap Bag Black 
Chanel Caviar Long Flap Wallet Black 
Chanel Ruthenium Pearl Beaded CC Long Necklace Black

📩 WhatsApp: +628119137459 
🛍️ Banananina Flagship Store: Menteng Central 1st Floor, Menteng, Jakarta Pusat
🛒 Website: www.banananina.co.id

#shopatbanananina #banananina #chanel #prelovedchanel","BANANANINA","shopatbanananina","https://www.instagram.com/p/DVaw3QvlL_a/","0","",,"2026-03-03T10:01:35.000Z",,"ChanelClassicFlap","shopatbanananina","banananina","chanel","prelovedchanel",,,,,,,,,,,,,,,,,,,,,,,,,
"Jumbo size means extra space and extra attitude, sementara black leather-nya bikin tas #ChanelClassicFlap ini tetap chic dari day look sampai night outfit.

In frame:
Chanel Caviar Classic Jumbo Single Flap Bag Black 
Chanel Caviar Long Flap Wallet Black 
Chanel Ruthenium Pearl Beaded CC Long Necklace Black

📩 WhatsApp: +628119137459 
🛍️ Banananina Flagship Store: Menteng Central 1st Floor, Menteng, Jakarta Pusat
🛒 Website: www.banananina.co.id

#shopatbanananina #banananina #chanel #prelovedchanel","BANANANINA","shopatbanananina","https://www.instagram.com/p/DVaw2olFITZ/","0","",,"2026-03-03T10:01:35.000Z",,"ChanelClassicFlap","shopatbanananina","banananina","chanel","prelovedchanel",,,,,,,,,,,,,,,,,,,,,,,,,
"Capucines Mini.... 🧡🧡🧡 #capucineslouisvuitton","Sandra","sandralvalves","https://www.instagram.com/p/DOMmhXOgORd/","1","","10","2025-09-04T22:21:42.000Z",,"capucineslouisvuitton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capucines o look perfeito.... #capucineslouisvuitton","Sandra","sandralvalves","https://www.instagram.com/p/DMJW3GIg51a/","1","","28","2025-07-15T23:04:21.000Z",,"capucineslouisvuitton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"💥 𝐋𝐕 ᯽𖠁
🟦 𝐍𝐄𝐖 𝐂𝐀𝐏𝐔𝐂𝐈𝐍𝐄𝐒 👜 𖠁✧𖣨᯽ 
⚪️
#lvcapucines #capucines #lvjeansbag #lvjeans #lvnewcollection #lvnew #capucinesbag #louisvuittoncapucines #capucineslouisvuitton #capucinesmini #lvmini #minilv","♞شـهد","only_unique000","https://www.instagram.com/p/DLVNs6uv5Kq/","0","","2","2025-06-25T17:03:49.000Z",,"lvcapucines","capucines","lvjeansbag","lvjeans","lvnewcollection","lvnew","capucinesbag","louisvuittoncapucines","capucineslouisvuitton","capucinesmini","lvmini","minilv",,,,,,,,,,,,,,,,,,
"CAPUCINES exotic #capucines #capucineslouisvuitton #capucinemini","WILLIAN BOTELHO","louisvuittonwillian_","https://www.instagram.com/p/DFX8i03uFgD/","0","","-1","2025-01-28T15:23:14.000Z",,"capucines","capucineslouisvuitton","capucinemini",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capucines , uma bolsa deslumbrante em madrepérola... ❤❤❤ #capucineslouisvuitton","Sandra","sandralvalves","https://www.instagram.com/p/DFI1f0lpHg7/","0","","11","2025-01-22T18:33:03.000Z",,"capucineslouisvuitton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"💥 𝐋𝐕 ᯽𖤞✧
🩶𝐂𝐀𝐏𝐔𝐂𝐈𝐍𝐄𝐒  #لويسفيتون #لويس_فيتون 
……………………………..
#lvcapucines #capucinescrocodile 
#lvcroco #lvcrocodile #tavelvägg #lvvip 
#lvlizard #capucineslizard #capucineslouisvuitton 
#kunsttilvæggen #lvlovers #lvspecial #lvmen #lvnew 
#لويسفويتون #لويس_فويتون #شنط_لويس_فيتون #شنط_لويس #الفي #شنط_شانيل #شنط_ديور #شنط_فندي #شنط_قوتشي","♞شـهد","only_unique000","https://www.instagram.com/p/DEId-6fgPBP/","0","","0","2024-12-28T18:36:11.000Z",,"لويسفيتون","لويس_فيتون","lvcapucines","capucinescrocodile","lvcroco","lvcrocodile","tavelvägg","lvvip","lvlizard","capucineslizard","capucineslouisvuitton","kunsttilvæggen","lvlovers","lvspecial","lvmen","lvnew","لويسفويتون","لويس_فويتون","شنط_لويس_فيتون","شنط_لويس","الفي","شنط_شانيل","شنط_ديور","شنط_فندي","شنط_قوتشي",,,,,
"Capucines , uma joia para te acompanhar na vida.... #capucineslouisvuitton #Capucines","Sandra","sandralvalves","https://www.instagram.com/p/DCFV_v5pvxE/","0","","28","2024-11-07T20:25:53.000Z",,"capucineslouisvuitton","Capucines",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capucines com madrepérola ,  couro em degrade de azul. Lindaaaaa...❤❤❤ #Capucines #capucineslouisvuitton","Sandra","sandralvalves","https://www.instagram.com/p/DAoODA5uEBa/","0","","19","2024-10-02T16:27:04.000Z",,"Capucines","capucineslouisvuitton",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I’m hard to forget, but since it’s been a while, here’s a reminder. 📞

#streetwear #streetstyle #streetfashion #efforie #efforielovers #inspo #inspooutfit #inspofashion #louisvuitton #louisvittonbag #louisvittoncapucines #capucinesbag #capucineslouisvuitton #porto","Joana Bessa | Fashion & Lifestyle","joanabbessa","https://www.instagram.com/p/DAivkTZtUGw/","10","","236","2024-09-30T13:24:31.000Z",,"streetwear","streetstyle","streetfashion","efforie","efforielovers","inspo","inspooutfit","inspofashion","louisvuitton","louisvittonbag","louisvittoncapucines","capucinesbag","capucineslouisvuitton","porto",,,,,,,,,,,,,,,,
"Capucines , uma bolsa atemporal pra vida...❤❤❤ #capucineslouisvuitton #capucines #capucineslouisvuitton","Sandra","sandralvalves","https://www.instagram.com/p/C_jm_8POpAH/","6","","119","2024-09-06T00:57:30.000Z",,"capucineslouisvuitton","capucines",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capucines GM , para um dia a dia mais elegante... ❤❤❤ #capucinesgm  #capucineslouisvuitton #capucineslv","Sandra","sandralvalves","https://www.instagram.com/p/C69xdE-O6IL/","0","","24","2024-05-14T22:12:08.000Z",,"capucinesgm","capucineslouisvuitton","capucineslv",,,,,,,,,,,,,,,,,,,,,,,,,,,
"@beahvillar  MARAVILHOSA !! #capucines #capucinesbb #louisvuitton #capucineslovers #capucineslouisvuitton #iguatemi #shoppingiguatemi","WILLIAN BOTELHO","louisvuittonwillian_","https://www.instagram.com/p/C5YvRo-OHJV/","1","","19","2024-04-05T16:29:49.000Z",,"capucines","capucinesbb","louisvuitton","capucineslovers","capucineslouisvuitton","iguatemi","shoppingiguatemi",,,,,,,,,,,,,,,,,,,,,,,
"CAPUCINEs 🐍 PYTHON 

#python #capucinesbb #capucineslouisvuitton #capucinesbag #capucineslv #louisvuitton ##iguatemi #saopaulo #shoppingiguatemi 
#louisvuittoncapucinesbb","WILLIAN BOTELHO","louisvuittonwillian_","https://www.instagram.com/p/C5YseBzOORP/","5","","-1","2024-04-05T16:05:17.000Z",,"python","capucinesbb","capucineslouisvuitton","capucinesbag","capucineslv","louisvuitton","#iguatemi","saopaulo","shoppingiguatemi","louisvuittoncapucinesbb",,,,,,,,,,,,,,,,,,,,
"CAPUCINEs 🐍 PYTHON 

#python #capucinesbb #capucineslouisvuitton #capucinesbag #capucineslv #louisvuitton ##iguatemi #saopaulo #shoppingiguatemi 
#louisvuittoncapucinesbb","WILLIAN BOTELHO","louisvuittonwillian_","https://www.instagram.com/p/C5Yp8EvOFQ9/","0","","18","2024-04-05T15:43:10.000Z",,"python","capucinesbb","capucineslouisvuitton","capucinesbag","capucineslv","louisvuitton","#iguatemi","saopaulo","shoppingiguatemi","louisvuittoncapucinesbb",,,,,,,,,,,,,,,,,,,,
"Um sonho dourado LV....💝💝💝 #capucineslouisvuitton #bolsalouisvuitton","Sandra","sandralvalves","https://www.instagram.com/p/C5Rl5aHuQ23/","0","","16","2024-04-02T21:53:10.000Z",,"capucineslouisvuitton","bolsalouisvuitton",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"کیف دستی کوچک Capucines از لوئی ویتون، ترکیبی از زیبایی و کارایی! 🌺 با طراحی منحصر به فرد و رنگ کوارتز خیره کننده، این کیف لوکس به هر استایلی جلوه‌ای مدرن می‌بخشد. تزئین شده با جزئیات طلایی رنگ و دسته‌ای منحصر به فرد برای حمل آسان، همراه با جای دستی تک و بند قابل تنظیم و برداشتن. 🌟

این شاهکار از چرم توریون بافته شده و داخل آن با چرم گاوی پوشانده شده، کیفیت و دوامی بی‌مانند را ارائه می‌دهد. این کیف نه تنها یک اکسسوری زیباست بلکه با فضای کافی برای نگهداری اسمارت‌فون، کیف پول کوچک و سایر وسایل ضروری شما، بسیار کاربردی نیز می‌باشد. 📱💄

از فرانسه با عشق، این کیف دستی زیبا و شیک را به دست شما در ایران می‌رسانیم، تا هر روزتان با زیبایی و کیفیت لوئی ویتون همراه باشد. 🇫🇷✈️🇮🇷

#CapucinesLouisVuitton #کیف_دستی_لوکس #شیک_و_مدرن #زیبایی_فرانسوی #از_پاریس_تا_ایران #لوئی_ویتون

#مد #نمایش_مد #طراحی_مد #روزانه_مد#حجاب_مد#نوآوری_مد #دخترانه_مد #شیک_و_مدرن #عید_نوروز #کفش_جدید #کیف_دستی #خرید_آنلاین #تجربه_خرید #جشن_نوروز#استایل_روزانه#عطر_بهاری #مد_بهاره#تخفیف_نوروزی #بوتیک_آنلاین#مد_ایرانی #نوروز #نوروز_۱۴۰۳","l’or de paris","l.ordeparis","https://www.instagram.com/p/C4XY0BcIQE-/","0","","15","2024-03-11T07:22:53.000Z",,"CapucinesLouisVuitton","کیف_دستی_لوکس","شیک_و_مدرن","زیبایی_فرانسوی","از_پاریس_تا_ایران","لوئی_ویتون","مد","نمایش_مد","طراحی_مد","روزانه_مد","حجاب_مد","نوآوری_مد","دخترانه_مد","عید_نوروز","کفش_جدید","کیف_دستی","خرید_آنلاین","تجربه_خرید","جشن_نوروز","استایل_روزانه","عطر_بهاری","مد_بهاره","تخفیف_نوروزی","بوتیک_آنلاین","مد_ایرانی","نوروز","نوروز_۱۴۰۳",,,
"On craque pour ce Mini capucines 💛🐍 tout petit, tout fancy, c’est le must-have de Louis Vuitton, vu au bras de toutes les it-girls ainsi que de la première dame 😍 à porter main ou crossbody 💌 à retrouver en boutique et en ligne, avec ses grandes sœurs! :)

#capucinesbb #capucineslouisvuitton #itbag #louisvuitton #bagoftheday #secondhand #louisvuittonbag #consignmentshop","CORNERLUXE","cornerluxe","https://www.instagram.com/p/C1ugFN5syNI/","0","","44","2024-01-05T17:14:45.000Z",,"capucinesbb","capucineslouisvuitton","itbag","louisvuitton","bagoftheday","secondhand","louisvuittonbag","consignmentshop",,,,,,,,,,,,,,,,,,,,,,
"#louisvuitton #vuitton #lv #lvlover #louisvuittonlover #vuittoncommunity #capucines #capucinesbag #capucinesbb #capucineslouisvuitton #leatherbag #grey #gris #monogram #monogramflowers #luxury #classy #fashion #style #icon #iconic #fashion","Luca LV","lucalouisvuitton","https://www.instagram.com/p/CxyN44-s4rA/","0","","-1","2023-09-29T17:47:10.000Z",,"louisvuitton","vuitton","lv","lvlover","louisvuittonlover","vuittoncommunity","capucines","capucinesbag","capucinesbb","capucineslouisvuitton","leatherbag","grey","gris","monogram","monogramflowers","luxury","classy","fashion","style","icon","iconic",,,,,,,,,
"#louisvuitton #vuitton #lv #lvlover #louisvuittonlover #vuittoncommunity #capucines #capucinesbag #capucinesbb #capucineslouisvuitton #leatherbag #emeraude #emeraudegreen #monogram #monogramflowers #luxury #classy #fashion #style #icon #iconic #fashion","Luca LV","lucalouisvuitton","https://www.instagram.com/p/CxtB1sOM9Qx/","0","","-1","2023-09-27T17:25:40.000Z",,"louisvuitton","vuitton","lv","lvlover","louisvuittonlover","vuittoncommunity","capucines","capucinesbag","capucinesbb","capucineslouisvuitton","leatherbag","emeraude","emeraudegreen","monogram","monogramflowers","luxury","classy","fashion","style","icon","iconic",,,,,,,,,
"#louisvuitton #vuitton #lv #lvlover #louisvuittonlover #vuittoncommunity #capucines #capucinesbag #capucinesbb #capucineslouisvuitton #leatherbag #trunk #trunks #malle #mallepyramide #monogram #canvas #luxury #classy #fashion #style #icon #iconic #fashion","Luca LV","lucalouisvuitton","https://www.instagram.com/p/CxtBacVMvPv/","0","","-1","2023-09-27T17:21:57.000Z",,"louisvuitton","vuitton","lv","lvlover","louisvuittonlover","vuittoncommunity","capucines","capucinesbag","capucinesbb","capucineslouisvuitton","leatherbag","trunk","trunks","malle","mallepyramide","monogram","canvas","luxury","classy","fashion","style","icon","iconic",,,,,,,
"Capucines Mini 🌅💙🐊 

📲760-500-2654
 

#lvexotic #lvexotics #exotics #Capucines #exoticcapucines #lvcapucines #lvmiami #louisvuitton #lvdesigndistrict #designdistrict #designdistrictmiami #lva #lvbag #lvexoticbag #alligator #rarelv #rarecapucines #luxurylifestyle #louisvuittonhongkong #louisvuittonlover #louisvuittonbags #louisvuittonwomen #lvwomen #exotichandbags #exoticbag #exotichandbag #uniquelv #capucinesmini #capucinesbag #capucineslouisvuitton","","bri.lv1854","https://www.instagram.com/p/Cwnf_SWJJHZ/","0","","16","2023-08-31T17:22:18.000Z",,"lvexotic","lvexotics","exotics","Capucines","exoticcapucines","lvcapucines","lvmiami","louisvuitton","lvdesigndistrict","designdistrict","designdistrictmiami","lva","lvbag","lvexoticbag","alligator","rarelv","rarecapucines","luxurylifestyle","louisvuittonhongkong","louisvuittonlover","louisvuittonbags","louisvuittonwomen","lvwomen","exotichandbags","exoticbag","exotichandbag","uniquelv","capucinesmini","capucinesbag","capucineslouisvuitton"
"@sharon.alexie July 2021 #NewestCool
 ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
 
 ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
 
 ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
 ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
 
 ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ #sharonalexie #Sharnaléxie #sharonalexieedit #sharonalexieart #flammedpigalle #capucinesbag #capucines #louisvuittoncapucines #capucineslouisvuitton  #fashioneditorialphotography #archivefashion #fashionarchive #fashionmoodboard #modestyhighfashion #modestyfashion #modestymovement #modestmodel #modestmodels #nun #balaclava #balaclavas #babushka #neckerchief #headscarf #hijabinspirations  #runwaystyle #runwaybag","NEWEST COOL","newestcool","https://www.instagram.com/p/CsmZaRxN7q1/","0","","-1","2023-05-23T21:00:00.000Z",,"NewestCool","sharonalexie","Sharnaléxie","sharonalexieedit","sharonalexieart","flammedpigalle","capucinesbag","capucines","louisvuittoncapucines","capucineslouisvuitton","fashioneditorialphotography","archivefashion","fashionarchive","fashionmoodboard","modestyhighfashion","modestyfashion","modestymovement","modestmodel","modestmodels","nun","balaclava","balaclavas","babushka","neckerchief","headscarf","hijabinspirations","runwaystyle","runwaybag",,
"Louis Vuitton se complace en revelar su primera campaña protagonizada por Zendaya, la actriz ganadora del Globo de Oro, que debuta como la nueva Embajadora de la Casa Louis Vuitton y rostro del icónico bolso Capucines

Definida por los aires de ensueño de la Costa Azul, Zendaya posa en una secuencia idílica de imágenes fuertes y definidas, con una serie de modelos Capucines a cuestas, incluida una Capucines BB en miniatura, otra primicia de la campaña. 

Lanzado en 2013, el bolso Capucines debe su nombre a la Rue Neuve-des-Capucines, la calle de París donde Louis Vuitton abrió su primera tienda en 1854. 

Hoy en día, el bolso es uno de los diseños más emblemáticos de la Maison, una creación que viene desde la elegancia elaborada en piel Taurillon.

#louisvuitton #capucineslouisvuitton","Aura Marina Hernández | RR.PP","bluepressservice","https://www.instagram.com/p/CrbRQyhO323/","1","","56","2023-04-24T16:45:45.000Z",,"louisvuitton","capucineslouisvuitton",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last day in New Delhi, so sad to leave …#incredibleindia","Tkloves","tkloves","https://www.instagram.com/p/Cq9-kfutiXS/","35","","-1","2023-04-13T07:44:27.000Z",,"incredibleindia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIX AND MATXH LOOKS FOR RAMADAN ✨💫

DM For inquires 

#louisvuitton #louisvuittonindonesia #louisvuittonbag #louisvuittonjakarta #lvjkt #lv #capucines #capucineslouisvuitton #lvindonesia #capucineslv #lvbag #louisvuittonlover #taslv #tascapucines #taslouisvitton #taslouisvitton #tascapucines #lvwomen #lvlover #taswanita #pecintalouisvuitton #lvsurabaya #lvexotics #capucinesexotic #louisvuittonjakarta","RESCHY LV INDONESIA","reschy.louisvuittonid","https://www.instagram.com/p/Cq90iaXSMDQ/","0","","5","2023-04-13T06:16:47.000Z",,"louisvuitton","louisvuittonindonesia","louisvuittonbag","louisvuittonjakarta","lvjkt","lv","capucines","capucineslouisvuitton","lvindonesia","capucineslv","lvbag","louisvuittonlover","taslv","tascapucines","taslouisvitton","lvwomen","lvlover","taswanita","pecintalouisvuitton","lvsurabaya","lvexotics","capucinesexotic",,,,,,,,
"Enjoy your day to the fullest with our Capucines ostrich safran imperial yellow bag.

DM For inquires 

#louisvuitton #louisvuittonindonesia #louisvuittonbag #louisvuittonjakarta #lvjkt #lv #capucines #capucineslouisvuitton #lvindonesia #capucineslv #lvbag #louisvuittonlover #taslv #tascapucines #taslouisvitton #taslouisvitton #tascapucines #lvwomen #lvlover #taswanita #capucinesexotic #lvexotic #lvexotics","RESCHY LV INDONESIA","reschy.louisvuittonid","https://www.instagram.com/p/CpAGrUgyWZy/","0","","-1","2023-02-23T10:30:00.000Z",,"louisvuitton","louisvuittonindonesia","louisvuittonbag","louisvuittonjakarta","lvjkt","lv","capucines","capucineslouisvuitton","lvindonesia","capucineslv","lvbag","louisvuittonlover","taslv","tascapucines","taslouisvitton","lvwomen","lvlover","taswanita","capucinesexotic","lvexotic","lvexotics",,,,,,,,,
"Rare capucines phyton handle in your favorite color.

DM For inquires 

#louisvuitton #louisvuittonindonesia #louisvuittonbag #louisvuittonjakarta #lvjkt #lv #capucines #capucineslouisvuitton #lvindonesia #capucineslv #lvbag #louisvuittonlover #taslv #tascapucines #taslouisvitton #taslouisvitton #tascapucines #lvwomen #lvlover #taswanita #capucinesexotic #lvexotic #lvexotics","RESCHY LV INDONESIA","reschy.louisvuittonid","https://www.instagram.com/p/Co3wo7USEWS/","0","","-1","2023-02-20T04:44:29.000Z",,"louisvuitton","louisvuittonindonesia","louisvuittonbag","louisvuittonjakarta","lvjkt","lv","capucines","capucineslouisvuitton","lvindonesia","capucineslv","lvbag","louisvuittonlover","taslv","tascapucines","taslouisvitton","lvwomen","lvlover","taswanita","capucinesexotic","lvexotic","lvexotics",,,,,,,,,
"✖️JUST SOLD!✖️ We have more gorgeous C seasonal flap bags of different styles and colours on our website / APP. Tap on the link in our bio to shop!

C bags of all models are flying off our shelves so quickly and we need more!

We sell fast! Just fill out the consignment form on our website, get a quote and sit back while we do the work for you! Link is in our bio.

www.brandsloversg.com -> Sell with us

#chanelclassicflap #chaneltophandle #chanelminiflap #chanel25 #chanelflap","BrandsLover","luxefindsbybl","https://www.instagram.com/p/DVcrSwBiWJ-/","0","","3","2026-03-04T03:51:02.000Z",,"chanelclassicflap","chaneltophandle","chanelminiflap","chanel25","chanelflap",,,,,,,,,,,,,,,,,,,,,,,,,
"🔊經典近新抵用黑金魚子醬牛皮Vanity Case ，21cm尺寸完美可以放大手機，手提/側孭/斜孭都咁靚，💰20xxx帶走🔊
Pre-owned (used 95%new)
Vanity Case / CC Filigree / BK / Caviar / GHW
Model : A93343
Size : 21 x 16 x 8 cm
💰20xxx (有咭有貼有塵袋 #23咭）
.

Disclaimer ❤️ All copyrights are reserved to the original brand holders. Lollipop Luxury Ltd. sells authentic goods only.

.
#C20251200014
.
#chanel#chanelbags #chanelflapbag #chanelflap #miniclassic #vintagebag #vintage #中古包 #中古名牌直送 #中古chanel #中古名牌店#cf20#chanel20cm #chanel18a #chanelmini #chanelminiflap #chanelmini20cm #chanelvanitycase #chanelvanity #chanelpink #chanelpinkcaviar","Lollipop Luxury Ltd.","lollipop.luxltd","https://www.instagram.com/p/DVbGWEOjwRj/","0","","3","2026-03-03T13:08:54.000Z",,"23咭）","C20251200014","chanel","chanelbags","chanelflapbag","chanelflap","miniclassic","vintagebag","vintage","中古包","中古名牌直送","中古chanel","中古名牌店","cf20","chanel20cm","chanel18a","chanelmini","chanelminiflap","chanelmini20cm","chanelvanitycase","chanelvanity","chanelpink","chanelpinkcaviar",,,,,,,
"🥰超美近新新款黑金貝殼袋💕精緻百搭可以放大手機，手提/側孭/斜孭都咁靚🫶🏻，💰2xxxx帶走🥰
Pre-owned (used 95%new)
Shopping Bag with Handle / BK / Shiny Lambskin / GHW
Model : AS5130
Size : 20 x 15 x 6 cm
專門店💰41500
💰2xxxx (Fullset #晶片)
.

Disclaimer ❤️ All copyrights are reserved to the original brand holders. Lollipop Luxury Ltd. sells authentic goods only.

#K02512241

.
#chanel #chanelbags #chanelflapbag #chanelflap #miniclassic #vintagebag #vintage #中古包 #中古名牌直送 #中古chanel #中古名牌店#cf20 #chanelpink #chanel21k #chanelcoco #chanelcocohandle #chanelcocohandlemini #chanelcocohandlesmall #chanel17c #chanelminicoco #chanelminicocohandle #chanelminiflap #chanel24k","Lollipop Luxury Ltd.","lollipop.luxltd","https://www.instagram.com/p/DVbGN-Jj_cs/","0","","1","2026-03-03T13:07:48.000Z",,"晶片)","K02512241","chanel","chanelbags","chanelflapbag","chanelflap","miniclassic","vintagebag","vintage","中古包","中古名牌直送","中古chanel","中古名牌店","cf20","chanelpink","chanel21k","chanelcoco","chanelcocohandle","chanelcocohandlemini","chanelcocohandlesmall","chanel17c","chanelminicoco","chanelminicocohandle","chanelminiflap","chanel24k",,,,,
"🥰超美近新山茶花CF20，黑粉格仔Tweed超高級，尺寸大小完美，💰3萬頭帶走🥰
Pre-owned (used 95%new)
Classic Mini Flap / BK & Pink / Tweed / GHW 
Model : AS4388
Size : 20 x 12 x 6 cm
專門店💰41500
💰3xxxx (Fullset with receipt #晶片)
.

Disclaimer ❤️ All copyrights are reserved to the original brand holders. Lollipop Luxury Ltd. sells authentic goods only.

.
#K02410082
.
#chanel#chanelbags #chanelflapbag #chanelflap #miniclassic #vintagebag #vintage #中古包  #chanelminivanity #cf20#chanelcameracase #chanelmini #chanelminibag #chanelvanitycase #chanelvanitybag #chanel21a #chanelcoinpurse #chanelcoinpursewithchain #chanel21b #chanelminiflap #chanelgrey #chanelextramini #chanelluckycharm #chanelreissue #chanel255 #chanelrainbow","Lollipop Luxury Ltd.","lollipop.luxltd","https://www.instagram.com/p/DVYgg0Oj8Ib/","0","","0","2026-03-02T12:59:51.000Z",,"晶片)","K02410082","chanel","chanelbags","chanelflapbag","chanelflap","miniclassic","vintagebag","vintage","中古包","chanelminivanity","cf20","chanelcameracase","chanelmini","chanelminibag","chanelvanitycase","chanelvanitybag","chanel21a","chanelcoinpurse","chanelcoinpursewithchain","chanel21b","chanelminiflap","chanelgrey","chanelextramini","chanelluckycharm","chanelreissue","chanel255","chanelrainbow",,
"🥰超美近全新爆款LP，大菱格朱古力魚子醬牛皮，肩帶可拆卸手提，性價比極高，💰2萬中帶走🥰
Pre-owned (used 98%new)
Vanity Case / Dark Brown / Caviar / GHW 
Model : AP4936
Size : 19.5 x 17 x 5 cm
專門店💰28500
💰2xxxx (Fullset #晶片)
.

Disclaimer ❤️ All copyrights are reserved to the original brand holders. Lollipop Luxury Ltd. sells authentic goods only.

.
#K0260213
.
#chanel#chanelbags #chanelflapbag #chanelflap #miniclassic #vintagebag #vintage #中古包  #chanelminivanity #cf20#chanelcameracase #chanelmini #chanelminibag #chanelvanitycase #chanelvanitybag #chanel21a #chanelcoinpurse #chanelcoinpursewithchain #chanel21b #chanelminiflap #chanelgrey #chanelextramini #chanelluckycharm #chanelreissue #chanel255 #chanelrainbow","Lollipop Luxury Ltd.","lollipop.luxltd","https://www.instagram.com/p/DVYgZf0j0Le/","0","","2","2026-03-02T12:58:51.000Z",,"晶片)","K0260213","chanel","chanelbags","chanelflapbag","chanelflap","miniclassic","vintagebag","vintage","中古包","chanelminivanity","cf20","chanelcameracase","chanelmini","chanelminibag","chanelvanitycase","chanelvanitybag","chanel21a","chanelcoinpurse","chanelcoinpursewithchain","chanel21b","chanelminiflap","chanelgrey","chanelextramini","chanelluckycharm","chanelreissue","chanel255","chanelrainbow",,
"✖️JUST SOLD!✖️ We have more gorgeous C Mini Flaps of different sizes, styles and colours on our website / APP. Tap on the link in our bio to shop!

C bags of all models are flying off our shelves so quickly and we need more!

We sell fast! Just fill out the consignment form on our website, get a quote and sit back while we do the work for you! Link is in our bio.

www.brandsloversg.com -> Sell with us

#chanelclassicflap #chaneltophandle #chanelminiflap #chanel25 #chanelflap","BrandsLover","luxefindsbybl","https://www.instagram.com/p/DVX6aDYibZp/","0","","8","2026-03-02T07:27:20.000Z",,"chanelclassicflap","chaneltophandle","chanelminiflap","chanel25","chanelflap",,,,,,,,,,,,,,,,,,,,,,,,,
"Luxury Handbags Pakistan lovers, upgrade your vibe! 🔥
Discover dxcglow Premium Handbags – Birkin dupes, Gucci Prada inspired totes, YSL shoulder bags, Chanel flap styles, Jacquemus mini bags, Dior saddle bags, Celine luggage totes, Coach crossbody purses & Michael Kors laptop bags in buttery PU leather + gold hardware.

2026 Handbag Trends just landed in Islamabad! Perfect for office slay, brunch dates or evening glam. COD Pakistan + Free Delivery Lahore/Karachi. Which designer handbag dupe is YOURS? 💖

👉 Shop dxcglow.com/handbags (link in bio)

#dxcglow #designerhandbags #chanelflap #diorsaddlebag #celinetote #coachpurse #premiumhandbags #2026fashiontrends","DXcellence Official | Premium Handbags | Islamabad","dxcellence.official","https://www.instagram.com/p/DVXiI3xAq5k/","0","","1","2026-03-02T03:54:49.000Z",,"dxcglow","designerhandbags","chanelflap","diorsaddlebag","celinetote","coachpurse","premiumhandbags","2026fashiontrends",,,,,,,,,,,,,,,,,,,,,,
"#Repost Chanel Flap Square Black  #27 with Holo,Card&DB (17x15cm) 
IDR 37.000.000

#chanelflap","","selling_bags_1","https://www.instagram.com/p/DVWGeGUE48M/","0","","1","2026-03-01T14:33:50.000Z",,"Repost","27","chanelflap",,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Repost Chanel Flap Square Black  #27 with Holo,Card&DB (17x15cm) 
IDR 37.000.000

#chanelflap","","turtle.3224717","https://www.instagram.com/p/DVWCbY-Eu54/","0","","1","2026-03-01T13:58:31.000Z",,"Repost","27","chanelflap",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uniform 🩵🩵","Nora","nora_styled_","https://www.instagram.com/p/DVS9-iVERdQ/","20","","-1","2026-02-28T09:21:52.000Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
